_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,relevance,relevance:confidence,description,domain,domain_logo_url,link,name,query,relevance_gold,result_position,updatedat
766427005,false,finalized,3,8/5/2015 19:31:53,"1
0","0.6831
0.3169","The POS file consists of two data files, one for CLIA labs and one for 18 other provider types.  The file names are CLIA and OTHER. If downloading the file, note it is fairly large (125MB in CSV).",data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/view/56bw-hgku,Provider of Services File - CLIA - September 2013,individual medicaid providers list,,0,None
766427006,false,finalized,3,8/5/2015 19:25:04,"1
0","0.6729
0.3271","The POS file consists of two data files, one for CLIA labs and one for 18 other provider types.  The file names are CLIA and OTHER. If downloading the file, note it is fairly large (125MB in CSV).",data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/view/puqb-3n28,Provider of Services File - OTHER - June 2013,individual medicaid providers list,,1,None
766427007,false,finalized,5,8/5/2015 19:30:53,"1
0
2","0.4067
0.395
0.1984","The POS file consists of two data files, one for CLIA labs and one for 18 other provider types. The file names are CLIA and OTHER. If downloading the file, note it is fairly large (125MB in CSV). The POS Extract is created from the QIES (Quality Improvement Evaluation System) database. These data include provider number, name, and address and characterize the participating institutional providers. The data are collected through the Centers for Medicare & Medicaid Services (CMS) Regional Offices. The file contains an individual record for each Medicare-approved provider and is updated quarterly.",data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/view/7i7c-a5ux,Provider of Services File - OTHER - March 2014,individual medicaid providers list,,2,None
766427008,false,finalized,5,8/5/2015 19:23:42,"1
2
0","0.5937
0.2117
0.1946","The POS file consists of two data files, one for CLIA labs and one for 18 other provider types. The file names are CLIA and OTHER. If downloading the file, note it is fairly large (125MB in CSV). The POS Extract is created from the QIES (Quality Improvement Evaluation System) database. These data include provider number, name, and address and characterize the participating institutional providers. The data are collected through the Centers for Medicare & Medicaid Services (CMS) Regional Offices. The file contains an individual record for each Medicare-approved provider and is updated quarterly.",data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/view/5b4q-sp99,Provider of Services File - CLIA - June 2014,individual medicaid providers list,,3,None
766427009,false,finalized,3,8/5/2015 19:30:49,"1
2","0.6615
0.3385","The POS file consists of two data files, one for CLIA labs and one for 18 other provider types. The file names are CLIA and OTHER. If downloading the file, note it is fairly large (130MB in CSV). The POS Extract is created from the QIES (Quality Improvement Evaluation System) database. These data include provider number, name, and address and characterize the participating institutional providers. The data are collected through the Centers for Medicare & Medicaid Services (CMS) Regional Offices. The file contains an individual record for each Medicare-approved provider and is updated quarterly.",data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/view/n8k8-7fmp,Provider of Services File - CLIA - December 2013,individual medicaid providers list,,4,None
766427010,false,finalized,3,8/5/2015 19:19:30,3,1.0,"Order and Referring data file has National Provider Identifier (NPI) and legal name (last name, first name) of all physicians and non-physician practitioners who are of a type/specialty that is legally eligible to order and refer in the Medicare program and who have current enrollment records in Medicare (i.e., they have enrollment records in PECOS)",data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/view/pcy2-bspz,Order and Referring,ordering and referring,,0,None
766427011,false,finalized,3,8/5/2015 19:23:13,3,1.0,"The file contain the National Provider Identifier (NPI) and legal name (last name, first name) of  those physicians and non-physician practitioners that are eligible to order and refer PMD and have a current enrollment record in Medicare.",data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/view/sw38-5hch,Order and Referring PMD,ordering and referring,,1,None
766427012,false,finalized,3,8/5/2015 19:22:01,3,1.0,"Order and Referring data file has National Provider Identifier (NPI) and legal name (last name, first name) of all physicians and non-physician practitioners who are of a type/specialty that is legally eligible to order and refer in the Medicare program and who have current enrollment records in Medicare (i.e., they have enrollment records in PECOS)",data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/d/iadr-zq3i,Order and Referring,ordering and referring,,2,2015-03-26T16:12:01.000Z
766427013,false,finalized,3,8/6/2015 19:40:23,"2
3","0.6629
0.3371","The file contain the National Provider Identifier (NPI) and legal name (last name, first name) of  those physicians and non-physician practitioners that are eligible to order and refer PMD and have a current enrollment record in Medicare.",data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/d/h886-e5zp,Order and Referring PMD,ordering and referring,,3,2015-03-26T17:13:44.000Z
766427014,false,finalized,3,8/5/2015 19:11:22,"0
2","0.6787
0.3213",The CMS 2010 BSA SNF Beneficiary PUF originates from a 5% simple random sample of beneficiaries drawn (without replacement) from the 100% Beneficiary Summary File for reference year 2010. The sample that is used for the CMS 2010 BSA SNF Beneficiary PUF is disjoint from the existing 5% CMS research sample in the sense that there is no overlap in terms of the beneficiaries in the CMS 2010 BSA SNF Beneficiary PUF and the 5% CMS research sample.,data.cms.gov,http://data.cms.gov/stylesheets/images/common/socrata_logo.png,https://data.cms.gov/view/4243-2hyi,2010 Basic Stand Alone Skilled Nursing Facility Beneficiary PUF,ordering and referring,,4,None
766427015,false,finalized,3,8/5/2015 19:32:43,"0
2","0.6432
0.3568",City of Rockford Finance Fund Codes,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/rst3-qc7j,Fund Codes,rockford,,1,None
766427016,false,finalized,3,8/5/2015 19:32:50,"3
2","0.6586
0.3414",Control dataset for Rockford microsite page,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/d/qkrv-59kj,Microsite-rockford,rockford,,2,2013-03-21T16:24:26.000Z
766427017,false,finalized,3,8/5/2015 19:13:27,"2
0","0.6876
0.3124",City of Rockford Demolition Permits,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/fi2p-pder,Demolition Permits,rockford,,3,None
766427018,false,finalized,3,8/5/2015 19:05:18,"1
3","0.65
0.35",City of Rockford Vendor Payments 2013,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/3bis-pget,Vendor Payments,rockford,,4,None
766427019,false,finalized,3,8/5/2015 19:30:36,"3
2","0.658
0.342",City of Rockford graffiti abatement requests,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/s8ku-q97t,Graffiti,rockford,,5,None
766427020,false,finalized,3,8/5/2015 19:30:32,"1
2","0.6749
0.3251",The number of induced pregnancy terminations reported in Illinois by county (if in excess of 50).,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/fp29-4szf,"Abortions By County, 1995-2012",pregnancy,,0,None
766427021,false,finalized,3,8/5/2015 19:34:41,"2
3","0.6709
0.3291",Current as of April 2015,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/d/ctwe-4hdu,IDPH Pregnancy Termination Center,pregnancy,,1,2015-04-29T20:49:46.000Z
766427022,false,finalized,3,8/5/2015 19:27:24,2,1.0,The number of induced pregnancy terminations reported in Illinois by county (if in excess of 50).,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/d/59jf-65ax,"Abortions By County, 1995-2012",pregnancy,,2,2014-08-19T14:22:20.000Z
766427023,false,finalized,5,8/5/2015 19:37:00,"2
3
1
0","0.4158
0.2006
0.1999
0.1838","The number of induced pregnancy terminations reported in Illinois by county (if in excess of 50), by age and marital status.",data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/fzfi-vj9q,"Abortion Demographics, 1995-2012",pregnancy,,3,None
766427024,false,finalized,3,8/5/2015 19:32:31,"2
0","0.6827
0.3173","The number of induced pregnancy terminations reported in Illinois by county (if in excess of 50), by age and marital status.",data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/d/wfsk-47sz,"Abortion Demographics, 1995-2012",pregnancy,,4,2014-08-19T14:11:21.000Z
766427025,false,finalized,3,8/6/2015 19:43:54,3,1.0,* City of Chicago totals may include births occurring to residents of the city of Chicago in DuPage County and appear also in the DuPage County birth numbers.,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/gvjp-ut9g,"IDPH Births to Teen Mothers, by County, 2009",IDPH Births,,2,None
766427026,false,finalized,3,8/5/2015 19:14:46,3,1.0,* City of Chicago totals may include births occurring to residents of the city of Chicago in DuPage County and appear also in the DuPage County birth numbers.,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/qph6-376p,"IDPH Birth Counts, by County, 2009",IDPH Births,,3,None
766427027,false,finalized,3,8/5/2015 19:31:01,"3
2","0.6589
0.3411","Per 1,000 live births",data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/cvjk-g6ht,"IDPH Births to Unmarried Mothers, State Total, 1950-2009",IDPH Births,,4,None
766427028,false,finalized,3,8/5/2015 19:31:40,"3
2","0.6587
0.3413",Note:  The sum of certain variables may not equal the total due to unknown geography and/or demographics.,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/366h-n8mr,"IDPH Births, by County, by Demographics, 2009",IDPH Births,,5,None
766427029,false,finalized,3,8/5/2015 19:33:48,3,1.0,"Per 1,000 live births",data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/d/igbw-4prx,"IDPH Births to Unmarried Mothers, State Total, 1950-2009",IDPH Births,,6,2013-07-16T13:01:50.000Z
766427030,false,finalized,3,8/5/2015 19:14:46,0,1.0,Last Update:  December 2014,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/kztx-6ng5,IDPH ASBESTOS LICENSED PROFESSIONALS,LIBRARY MANAGER,,0,None
766427031,false,finalized,3,8/5/2015 19:31:33,0,1.0,Last Update:  June 2015,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/d/hbxw-5yap,IDPH ASBESTOS LICENSED PROFESSIONALS,LIBRARY MANAGER,,1,2014-12-03T20:31:21.000Z
766427032,false,finalized,3,8/5/2015 19:21:55,"0
1","0.6594
0.3406","This dataset details points of interest in the Chicago Southland. This may include Libraries, City Hall, Shopping Centers, Parks, Post Offices, and Social Service Agencies.",data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/rb3a-nkmi,SSMMA Pointsof Interests10292012,LIBRARY MANAGER,,2,None
766427033,false,finalized,3,8/5/2015 19:33:16,"0
1","0.6501
0.3499","This dataset details points of interest in the Chicago Southland. This may include Libraries, City Hall, Shopping Centers, Parks, Post Offices, and Social Service Agencies.",data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/d/ap5d-5k9m,SSMMA Pointsof Interests10292012,LIBRARY MANAGER,,3,2012-11-27T18:08:52.000Z
766427034,false,finalized,3,8/5/2015 19:32:27,0,1.0,Updated April 2015.,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/wcrb-p3h8,IDPH ASBESTOS LICENSED WORKERS,LIBRARY MANAGER,,4,None
766427035,false,finalized,3,8/6/2015 19:43:54,"1
3","0.6454
0.3546","This dataset details points of interest in the Chicago Southland. This may include Libraries, City Hall, Shopping Centers, Parks, Post Offices, and Social Service Agencies.",data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/rb3a-nkmi,SSMMA Pointsof Interests10292012,CITY LIBRARIES,,0,None
766427036,false,finalized,5,8/5/2015 19:31:01,"2
3
0
1","0.3822
0.2119
0.2033
0.2026","This dataset details points of interest in the Chicago Southland. This may include Libraries, City Hall, Shopping Centers, Parks, Post Offices, and Social Service Agencies.",data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/d/ap5d-5k9m,SSMMA Pointsof Interests10292012,CITY LIBRARIES,,1,2012-11-27T18:08:52.000Z
766427037,false,finalized,3,8/5/2015 19:22:45,"0
1","0.6785
0.3215",Last Update:  June 2015,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/d/hbxw-5yap,IDPH ASBESTOS LICENSED PROFESSIONALS,CITY LIBRARIES,,2,2014-12-03T20:31:21.000Z
766427038,false,finalized,3,8/5/2015 19:15:18,0,1.0,Historic Landmarks in the City of Champaign,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/rfdj-4i4j,City of Champaign Historic Landmarks,CITY LIBRARIES,,3,None
766427039,false,finalized,3,8/5/2015 19:32:04,0,1.0,City of Rockford Vendor Payments 2013,data.illinois.gov,http://data.illinois.gov/api/assets/59C69360-3807-4146-9557-40C687BB54CE,https://data.illinois.gov/view/3bis-pget,Vendor Payments,CITY LIBRARIES,,4,None
766427040,false,finalized,3,8/5/2015 19:54:18,"3
2","0.656
0.344","Annual salary information including gross pay and overtime pay for all active, permanent employees of Montgomery County, MD paid in calendar year 2014. This information will be published annually, by the end of January each year.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/7ici-uwez,Employee Salaries - 2014,employees salary,,0,2015-05-11T13:00:24.000Z
766427041,false,finalized,5,8/5/2015 19:35:24,"0
2
1","0.6045
0.2036
0.1918","The purpose of this Spending Disclosure Fiscal Year 12 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/wxgz-trh8,Spending Disclosure - Fiscal Year 2012,employees salary,,1,None
766427042,false,finalized,3,8/5/2015 20:03:00,"0
3","0.6797
0.3203","The purpose of this Spending Disclosure FY15 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/ekqn-bz2t,FY15 Spending Disclosure,employees salary,,2,None
766427043,false,finalized,3,8/6/2015 19:47:52,"1
0","0.6579
0.3421","The purpose of this Spending Disclosure FY13 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/gs8f-ikfm,Spending Disclosure - Fiscal Year 2013,employees salary,,3,None
766427044,false,finalized,5,8/5/2015 19:32:43,"2
1
0","0.407
0.3997
0.1933","The purpose of this Spending Disclosure FY11 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/ahxe-6kks,Spending Disclosure - Fiscal Year 2011,employees salary,,4,None
766427045,false,finalized,3,8/5/2015 19:30:36,3,1.0,Montgomery County Public Parking Rates,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/v8d8-bnvg,Parking Rates,parking rates,,0,None
766427046,false,finalized,3,8/5/2015 19:23:16,3,1.0,Montgomery County Public Parking Rates,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/e47h-z5qz,Parking Rates,parking rates,,1,2015-07-06T12:57:43.000Z
766427047,false,finalized,3,8/5/2015 19:13:27,"0
1","0.6791
0.3209",The Levy Year 2012 real property tax rate dataset reflects all the rates per $100 set each year by the County Council.  These rates are applied to the assessed value of the real property to derive the applicable ad valorem tax.  The fully phased-in assessed value equals the full cash value of the property. The real property tax is levied annually on all taxable land and improvements.  The tax rate schedule is updated annually. A detailed tax rate schedule for all tax classes is available by clicking on “Tax Rates” under the link for “County Taxes” when visiting the County website at www.montgomerycountymd.gov/finance or by calling 311 (240-777-0311).,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/vrgh-s465,Real Property Tax Rates,parking rates,,2,2012-11-30T13:01:16.000Z
766427048,false,finalized,3,8/5/2015 19:32:43,2,1.0,This dataset includes parking space inventory information for Montgomery County Public Parking Facilities.,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/bi4y-hwtv,Parking Garage and Lot Inventory,parking rates,,3,None
766427049,false,finalized,5,8/5/2015 19:33:49,"2
0
1","0.4093
0.4006
0.19",The Levy Year 2014 real property tax rate dataset reflects all the rates per $100 set each year by the County Council. These rates are applied to the assessed value of the real property to derive the applicable ad valorem tax. The fully phased-in assessed value equals the full cash value of the property. The real property tax is levied annually on all taxable land and improvements. The tax rate schedule is updated annually. A detailed tax rate schedule for all tax classes is available by clicking on “Tax Rates” under the link for “County Taxes” when visiting the County website at www.montgomerycountymd.gov/finance or by calling 311 (240-777-0311). Update Frequency: Annually,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/4n6h-39v7,Levy Year 2014 - Real Property Tax Rates,parking rates,,4,2014-10-16T16:33:26.000Z
766427050,false,finalized,5,8/5/2015 19:35:02,"1
3
2","0.6127
0.2072
0.1801","The purpose of this Spending Disclosure Fiscal Year 12 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/wxgz-trh8,Spending Disclosure - Fiscal Year 2012,salary,,0,None
766427051,false,finalized,3,8/5/2015 19:33:13,"1
0","0.6884
0.3116","The purpose of this Spending Disclosure FY15 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/ekqn-bz2t,FY15 Spending Disclosure,salary,,1,None
766427052,false,finalized,3,8/5/2015 19:27:37,"2
3","0.6553
0.3447","Annual salary information including gross pay and overtime pay for all active, permanent employees of Montgomery County, MD paid in calendar year 2014. This information will be published annually, by the end of January each year.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/7ici-uwez,Employee Salaries - 2014,salary,,2,2015-05-11T13:00:24.000Z
766427053,false,finalized,3,8/5/2015 19:31:33,"0
2","0.6502
0.3498","The purpose of this Spending Disclosure FY13 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/gs8f-ikfm,Spending Disclosure - Fiscal Year 2013,salary,,3,None
766427054,false,finalized,3,8/5/2015 19:13:43,1,1.0,"The purpose of this Spending Disclosure FY11 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/ahxe-6kks,Spending Disclosure - Fiscal Year 2011,salary,,4,None
766427055,false,finalized,5,8/5/2015 19:26:03,"2
1
3","0.4232
0.3877
0.1891",<div>Food Inspection Facility closures for the Period of January-June 2015.,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/22zb-q5me,2015 Food Facility Closures - January Through June,facilities,,0,None
766427056,false,finalized,3,8/5/2015 19:22:25,"2
1","0.6653
0.3347",This dataset includes parking spaces availability for Montgomery County Public Parking Facilities. This dataset only includes facilities that are equipped with vehicle counting systems.,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/viwt-tkfn,Parking Garage Space Availability,facilities,,1,2014-10-08T17:31:04.000Z
766427057,false,finalized,5,8/5/2015 19:31:19,"1
3
0
2","0.4029
0.2144
0.1983
0.1844",This dataset includes parking space inventory information for Montgomery County Public Parking Facilities.,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/jrcf-tvyy,Parking Garage and Lot Inventory,facilities,,2,2015-04-22T20:05:39.000Z
766427058,false,finalized,3,8/5/2015 19:23:13,2,1.0,"Address and locations for Health & Human Services (HHS) Facilities in Montgomery County, MD.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/wmtr-cpbv,Health & Human Services (HHS) Facilities,facilities,,3,2015-02-09T14:24:48.000Z
766427059,false,finalized,3,8/5/2015 19:19:30,"2
3","0.6522
0.3478","Information on all transmission facility applications (new tower or attachments) filed with the Montgomery County Cable Office for telecommunications and radio & TV transmission sites, including the location of the tower and the disposition of the application.  This dataset will be updated on a quarterly basis.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/f4vn-tdqn,Transmission Facilities Application Status & Location,facilities,,4,None
766427060,false,finalized,3,8/5/2015 19:29:01,"2
1","0.6734
0.3266","Information on Cable Inspections performed by the Montgomery County Cable Office since September 1, 2010.  This dataset will be updated on a quarterly basis.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/biw9-6452,Cable Inspections,cable,,0,None
766427061,false,finalized,5,8/5/2015 19:31:25,"2
1
3","0.6169
0.2028
0.1803",All cable complaints filed with the Montgomery County Cable Office since January 2010.  This data will be updated on a quarterly basis.,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/vfd5-52ez,Cable Complaints,cable,,1,None
766427062,false,finalized,3,8/5/2015 19:54:18,2,1.0,All cable complaints filed with the Montgomery County Cable Office since January 2010.  This data will be updated on a quarterly basis.,data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/8dfd-kxbk,Cable Complaints,cable,,2,2015-04-24T21:50:22.000Z
766427063,false,finalized,3,8/6/2015 19:46:15,"2
1","0.6778
0.3222","Information on Cable Inspections performed by the Montgomery County Cable Office since September 1, 2010.  This dataset will be updated on a quarterly basis.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/d/6u37-miht,Cable Inspections,cable,,3,2015-04-08T17:57:05.000Z
766427064,false,finalized,5,8/6/2015 19:48:20,"2
0
1","0.417
0.394
0.1889","Information on all transmission facility applications (new tower or attachments) filed with the Montgomery County Cable Office for telecommunications and radio & TV transmission sites, including the location of the tower and the disposition of the application.  This dataset will be updated on a quarterly basis.",data.montgomerycountymd.gov,http://data.montgomerycountymd.gov/api/assets/F08F0CFF-FD41-4C81-AA41-269FD0F67B30,https://data.montgomerycountymd.gov/view/f4vn-tdqn,Transmission Facilities Application Status & Location,cable,,4,None
766427065,false,finalized,3,8/5/2015 19:23:13,0,1.0,"Water point mapping (WPM) in Kenya is a project under the leadership of the Ministry of Environment, Water and Natural Resources (MEWNR), SNV-Netherlands and TWAWEZA aimed at improving post construction sustainability of rural water supplies. ",www.opendata.go.ke,http://www.opendata.go.ke/stylesheets/images/domains/kenya.socrata.com/logo.png,https://www.opendata.go.ke/view/spfh-ueip,Isiolo County Piped Water Schemes [Table],crime,,0,None
766427066,false,finalized,3,8/5/2015 19:18:52,0,1.0,"Water point mapping (WPM) in Kenya is a project under the leadership of the Ministry of Environment, Water and Natural Resources (MEWNR), SNV-Netherlands and TWAWEZA aimed at improving post construction sustainability of rural water supplies. ",www.opendata.go.ke,http://www.opendata.go.ke/stylesheets/images/domains/kenya.socrata.com/logo.png,https://www.opendata.go.ke/d/xakt-srep,Kwale County Piped Water Schemes [Table],crime,,1,2014-06-27T08:32:51.000Z
766427067,false,finalized,3,8/5/2015 19:13:41,0,1.0,"Water point mapping (WPM) in Kenya is a project under the leadership of the Ministry of Environment, Water and Natural Resources (MEWNR), SNV-Netherlands and TWAWEZA aimed at improving post construction sustainability of rural water supplies. ",www.opendata.go.ke,http://www.opendata.go.ke/stylesheets/images/domains/kenya.socrata.com/logo.png,https://www.opendata.go.ke/d/m76v-8nwg,Embu County Piped Water Schemes [Table],crime,,2,2015-06-05T20:37:25.000Z
766427068,false,finalized,3,8/5/2015 19:32:22,0,1.0,"Water point mapping (WPM) in Kenya is a project under the leadership of the Ministry of Environment, Water and Natural Resources (MEWNR), SNV-Netherlands and TWAWEZA aimed at improving post construction sustainability of rural water supplies. ",www.opendata.go.ke,http://www.opendata.go.ke/stylesheets/images/domains/kenya.socrata.com/logo.png,https://www.opendata.go.ke/d/3yjd-bugv,Turkana Water Point Source [Table],crime,,3,2014-09-16T15:03:40.000Z
